province,district,ward,ward_code
hà giang,yên minh,đường thượng,20317.0
hà giang,yên minh,du già,20318.0
hà giang,yên minh,du tiến,20319.0
hà giang,yên minh,ngọc long,20320.0
hà giang,yên minh,lũng hồ,20321.0
hà giang,yên minh,mậu long,20322.0
hà giang,yên minh,mậu duệ,20323.0
hà giang,quản bạ,cán tỷ,20357.0
hà giang,quản bạ,bát đại sơn,20358.0
hà giang,quản bạ,nghĩa thuận,20359.0
hà giang,quản bạ,cao mã pờ,20360.0
hà giang,quản bạ,tùng vài,20361.0
hà giang,quản bạ,tả ván,20362.0
hà giang,quản bạ,thanh vân,20363.0
hà giang,quản bạ,quyết tiến,20364.0
hà giang,quản bạ,quản bạ,20365.0
hà giang,quản bạ,đông hà,20366.0
hà giang,quản bạ,thái an,20367.0
hà giang,quản bạ,lùng tám,20368.0
hà giang,mèo vạc,giàng chu phìn,20407.0
hà giang,mèo vạc,xín cái,20408.0
hà giang,mèo vạc,thượng phùng,20409.0
hà giang,mèo vạc,pải lủng,20410.0
hà giang,mèo vạc,vi,20411.0
hà giang,mèo vạc,sủng trà,20412.0
hà giang,mèo vạc,sủng máng,20413.0
hà giang,mèo vạc,lũng chinh,20414.0
hà giang,mèo vạc,nậm ban,20415.0
hà giang,mèo vạc,niêm sơn,20416.0
hà giang,mèo vạc,niêm tòng,20417.0
hà giang,mèo vạc,khâu vai,20418.0
hà giang,mèo vạc,tát ngà,20419.0
hà giang,mèo vạc,tả lủng,20420.0
hà giang,mèo vạc,cán chu phìn,20421.0
hà giang,mèo vạc,lũng phù,20422.0
hà giang,mèo vạc,sơn vĩ,20423.0
hà giang,đồng văn,má lé,20507.0
hà giang,đồng văn,lũng cú,20508.0
hà giang,đồng văn,lũng táo,20509.0
hà giang,đồng văn,phìn,20510.0
hà giang,đồng văn,sủng là,20511.0
hà giang,đồng văn,phó bảng,20512.0
hà giang,đồng văn,phố là,20513.0
hà giang,đồng văn,phố cáo,20514.0
hà giang,đồng văn,lũng thầu,20515.0
hà giang,đồng văn,vần chải,20516.0
hà giang,đồng văn,sủng trái,20517.0
hà giang,đồng văn,lũng phìn,20518.0
hà giang,đồng văn,hố quáng phìn,20519.0
hà giang,đồng văn,sảng tủng,20520.0
hà giang,đồng văn,sính lủng,20521.0
hà giang,đồng văn,thài phìn tủng,20522.0
hà giang,đồng văn,tả phìn,20523.0
hà giang,đồng văn,tả lủng,20524.0
hà giang,hoàng su phì,tân tiến,20607.0
hà giang,hoàng su phì,túng sán,20608.0
hà giang,hoàng su phì,đản ván,20609.0
hà giang,hoàng su phì,thèn chu phìn,20610.0
hà giang,hoàng su phì,lồ,20611.0
hà giang,hoàng su phì,thàng tín,20612.0
hà giang,hoàng su phì,bản máy,20613.0
hà giang,hoàng su phì,bản phùng,20614.0
hà giang,hoàng su phì,chiến phố,20615.0
hà giang,hoàng su phì,tụ nhân,20616.0
hà giang,hoàng su phì,nàng đôn,20617.0
hà giang,hoàng su phì,ly ngài,20618.0
hà giang,hoàng su phì,sán hồ,20619.0
hà giang,hoàng su phì,bản luốc,20620.0
hà giang,hoàng su phì,hồ thầu,20621.0
hà giang,hoàng su phì,nậm khòa,20622.0
hà giang,hoàng su phì,thông nguyên,20623.0
hà giang,hoàng su phì,nậm tỵ,20624.0
hà giang,hoàng su phì,nam sơn,20625.0
hà giang,hoàng su phì,bản péo,20626.0
hà giang,hoàng su phì,nậm dịch,20627.0
hà giang,hoàng su phì,ngàm đăng vài,20628.0
hà giang,hoàng su phì,bản nhùng,20629.0
hà giang,hoàng su phì,tả sử choóng,20630.0
hà giang,xín mần,thèn phàng,20707.0
hà giang,xín mần,bản díu,20708.0
hà giang,xín mần,nàn xỉn,20709.0
hà giang,xín mần,xín mần,20710.0
hà giang,xín mần,chí cà,20711.0
hà giang,xín mần,vầy sủ,20712.0
hà giang,xín mần,nàn ma,20713.0
hà giang,xín mần,bản ngò,20714.0
hà giang,xín mần,nấm dẩn,20715.0
hà giang,xín mần,nà chì,20716.0
hà giang,xín mần,khuôn lùng,20717.0
hà giang,xín mần,quảng nguyên,20718.0
hà giang,xín mần,chế là,20719.0
hà giang,xín mần,tả nhìu,20720.0
hà giang,xín mần,cốc rế,20721.0
hà giang,xín mần,thu tà,20722.0
hà giang,xín mần,ngán chiên,20723.0
hà giang,xín mần,trung thịnh,20724.0
hà giang,quang bình,tân bắc,20757.0
hà giang,quang bình,tân thịnh,20758.0
hà giang,quang bình,xuân minh,20759.0
hà giang,quang bình,tiên nguyên,20760.0
hà giang,quang bình,tân nam,20761.0
hà giang,quang bình,yên thành,20762.0
hà giang,quang bình,bản rịa,20763.0
hà giang,quang bình,bằng lang,20764.0
hà giang,quang bình,nà khương,20765.0
hà giang,quang bình,xuân giang,20766.0
hà giang,quang bình,tiên yên,20767.0
hà giang,quang bình,vĩ thương,20768.0
hà giang,quang bình,hương sơn,20769.0
hà giang,quang bình,yên hà,20770.0
hà giang,bắc quang,việt vinh,20807.0
hà giang,bắc quang,đồng tâm,20808.0
hà giang,bắc quang,đồng tiến,20809.0
hà giang,bắc quang,tân thành,20810.0
hà giang,bắc quang,tân lập,20811.0
hà giang,bắc quang,tân quang,20812.0
hà giang,bắc quang,việt hồng,20813.0
hà giang,bắc quang,tiên kiều,20814.0
hà giang,bắc quang,vĩnh phúc,20815.0
hà giang,bắc quang,đồng yên,20816.0
hà giang,bắc quang,đông thành,20817.0
hà giang,bắc quang,vĩnh hảo,20818.0
hà giang,bắc quang,hùng an,20820.0
hà giang,bắc quang,quang minh,20821.0
hà giang,bắc quang,vô điếm,20822.0
hà giang,bắc quang,đức xuân,20823.0
hà giang,bắc quang,liên hiệp,20824.0
hà giang,bắc quang,hữu sản,20825.0
hà giang,bắc quang,thượng bình,20826.0
hà giang,bắc quang,kim ngọc,20827.0
hà giang,bắc quang,bằng hành,20828.0
hà giang,bắc mê,yên phong,20907.0
hà giang,bắc mê,giáp trung,20908.0
hà giang,bắc mê,minh sơn,20909.0
hà giang,bắc mê,yên định,20910.0
hà giang,bắc mê,minh ngọc,20911.0
hà giang,bắc mê,lạc nông,20912.0
hà giang,bắc mê,thượng tân,20913.0
hà giang,bắc mê,phiêng luông,20914.0
hà giang,bắc mê,yên cường,20915.0
hà giang,bắc mê,đường hồng,20916.0
hà giang,bắc mê,đường âm,20917.0
hà giang,bắc mê,phú nam,20918.0
hà giang,bắc mê,yên phong,20919.0
hà nam,phủ lý,lương khánh thiện,18106.0
hà nam,phủ lý,lam hạ,18107.0
hà nam,phủ lý,tiên hải,18108.0
hà nam,phủ lý,tiên hiệp,18109.0
hà nam,phủ lý,tiên tân,18110.0
hà nam,phủ lý,kim bình,18111.0
hà nam,phủ lý,quang trung,18112.0
hà nam,phủ lý,phù vân,18113.0
hà nam,phủ lý,lê hồng phong,18114.0
hà nam,phủ lý,châu sơn,18115.0
hà nam,phủ lý,thanh tuyền,18116.0
hà nam,phủ lý,thanh châu,18117.0
hà nam,phủ lý,liêm chính,18118.0
hà nam,phủ lý,trần hưng đạo,18119.0
hà nam,phủ lý,hai bà trưng,18120.0
hà nam,phủ lý,minh khai,18121.0
hà nam,phủ lý,liêm chung,18122.0
hà nam,phủ lý,trịnh xá,18123.0
hà nam,phủ lý,liêm tuyền,18124.0
hà nam,phủ lý,liêm tiết,18125.0
hà nam,phủ lý,đinh xá,18126.0
hà nam,duy tiên,chuyên ngoại,18207.0
hà nam,duy tiên,mộc nam,18208.0
hà nam,duy tiên,mộc bắc,18209.0
hà nam,duy tiên,châu giang,18210.0
hà nam,duy tiên,yên bắc,18211.0
hà nam,duy tiên,bạch thượng,18212.0
hà nam,duy tiên,duy minh,18213.0
hà nam,duy tiên,duy hải,18214.0
hà nam,duy tiên,hoàng đông,18215.0
hà nam,duy tiên,tiên nội,18217.0
hà nam,duy tiên,tiên ngoại,18218.0
hà nam,duy tiên,châu sơn,18219.0
hà nam,duy tiên,tiên phong,18220.0
hà nam,duy tiên,đọi sơn,18221.0
hà nam,duy tiên,yên nam,18222.0
hà nam,duy tiên,trác văn,18223.0
hà nam,kim bảng,văn xá,18307.0
hà nam,kim bảng,đồng hóa,18308.0
hà nam,kim bảng,nhật tân,18309.0
hà nam,kim bảng,hoàng tây,18310.0
hà nam,kim bảng,nhật tựu,18311.0
hà nam,kim bảng,đại cương,18312.0
hà nam,kim bảng,lê hồ,18313.0
hà nam,kim bảng,nguyễn úy,18314.0
hà nam,kim bảng,tượng lĩnh,18315.0
hà nam,kim bảng,tân sơn,18316.0
hà nam,kim bảng,thụy lôi,18317.0
hà nam,kim bảng,ngọc sơn,18318.0
hà nam,kim bảng,khả phong,18319.0
hà nam,kim bảng,liên sơn,18321.0
hà nam,kim bảng,thanh sơn,18322.0
hà nam,kim bảng,thi sơn,18323.0
hà nam,thanh liêm,thanh hà,18406.0
hà nam,thanh liêm,thanh phong,18407.0
hà nam,thanh liêm,thanh thủy,18409.0
hà nam,thanh liêm,thanh tân,18410.0
hà nam,thanh liêm,thanh hương,18411.0
hà nam,thanh liêm,thanh nghị,18412.0
hà nam,thanh liêm,thanh hải,18413.0
hà nam,thanh liêm,thanh nguyên,18414.0
hà nam,thanh liêm,thanh tâm,18415.0
hà nam,thanh liêm,liêm sơn,18416.0
hà nam,thanh liêm,liêm túc,18417.0
hà nam,thanh liêm,liêm thuận,18418.0
hà nam,thanh liêm,liêm phong,18419.0
hà nam,thanh liêm,liêm cần,18420.0
hà nam,thanh liêm,thanh bình,18421.0
hà nam,thanh liêm,thanh lưu,18422.0
hà nam,bình lục,an mỹ,18507.0
hà nam,bình lục,bối cầu,18508.0
hà nam,bình lục,an nội,18509.0
hà nam,bình lục,bồ đề,18510.0
hà nam,bình lục,an ninh,18511.0
hà nam,bình lục,ngọc lũ,18512.0
hà nam,bình lục,hưng công,18513.0
hà nam,bình lục,đồng du,18514.0
hà nam,bình lục,bình nghĩa,18515.0
hà nam,bình lục,tràng an,18516.0
hà nam,bình lục,đồn xá,18517.0
hà nam,bình lục,mỹ thọ,18518.0
hà nam,bình lục,la sơn,18519.0
hà nam,bình lục,an lão,18520.0
hà nam,bình lục,tiêu động,18521.0
hà nam,bình lục,an đổ,18522.0
hà nam,bình lục,trung lương,18523.0
hà nam,bình lục,vũ bản,18524.0
hà nam,lý nhân,đồng lý,18607.0
hà nam,lý nhân,đức lý,18608.0
hà nam,lý nhân,bắc lý,18609.0
hà nam,lý nhân,chân lý,18610.0
hà nam,lý nhân,đạo lý,18611.0
hà nam,lý nhân,nguyên lý,18612.0
hà nam,lý nhân,công lý,18613.0
hà nam,lý nhân,chính lý,18614.0
hà nam,lý nhân,hợp lý,18615.0
hà nam,lý nhân,văn lý,18616.0
hà nam,lý nhân,nhân khang,18617.0
hà nam,lý nhân,nhân chính,18618.0
hà nam,lý nhân,nhân nghĩa,18619.0
hà nam,lý nhân,nhân bình,18620.0
hà nam,lý nhân,xuân khê,18621.0
hà nam,lý nhân,tiến thắng,18622.0
hà nam,lý nhân,hòa hậu,18623.0
hà nam,lý nhân,phú phúc,18624.0
hà nam,lý nhân,nhân thịnh,18625.0
hà nam,lý nhân,nhân mỹ,18626.0
hà nam,lý nhân,nhân hưng,18627.0
hà nam,lý nhân,nhân đạo,18628.0
hà nội,hoàn kiếm,hàng trống,11006.0
hà nội,hoàn kiếm,lý thái tổ,11007.0
hà nội,hoàn kiếm,phúc tân,11008.0
hà nội,hoàn kiếm,đồng xuân,11009.0
hà nội,hoàn kiếm,hàng buồm,11010.0
hà nội,hoàn kiếm,hàng bạc,11011.0
hà nội,hoàn kiếm,hàng đào,11012.0
hà nội,hoàn kiếm,hàng mã,11013.0
hà nội,hoàn kiếm,hàng bồ,11014.0
hà nội,hoàn kiếm,hàng gai,11015.0
hà nội,hoàn kiếm,cửa đông,11016.0
hà nội,hoàn kiếm,hàng bông,11017.0
hà nội,hoàn kiếm,cửa nam,11018.0
hà nội,hoàn kiếm,trần hưng đạo,11019.0
hà nội,hoàn kiếm,hàng bài,11020.0
hà nội,hoàn kiếm,phan chu trinh,11021.0
hà nội,hoàn kiếm,tràng tiền,11022.0
hà nội,hoàn kiếm,chương dương,11023.0
hà nội,ba đình,liễu giai,11106.0
hà nội,ba đình,vĩnh phúc,11107.0
hà nội,ba đình,cống vị,11108.0
hà nội,ba đình,ngọc khánh,11109.0
hà nội,ba đình,giảng võ,11110.0
hà nội,ba đình,thành công,11111.0
hà nội,ba đình,kim mã,11112.0
hà nội,ba đình,đội cấn,11113.0
hà nội,ba đình,điện biên,11114.0
hà nội,ba đình,nguyễn trung trực,11115.0
hà nội,ba đình,phúc xá,11116.0
hà nội,ba đình,trúc bạch,11117.0
hà nội,ba đình,quán thánh,11118.0
hà nội,ba đình,ngọc hà,11119.0
hà nội,tây hồ,xuân la,11206.0
hà nội,tây hồ,quảng an,11207.0
hà nội,tây hồ,tứ liên,11208.0
hà nội,tây hồ,nhật tân,11209.0
hà nội,tây hồ,phú thượng,11210.0
hà nội,tây hồ,bưởi,11211.0
hà nội,tây hồ,thuỵ khuê,11212.0
hà nội,tây hồ,yên phụ,11213.0
hà nội,cầu giấy,quan hoa,11306.0
hà nội,cầu giấy,nghĩa đô,11307.0
hà nội,cầu giấy,nghĩa tân,11308.0
hà nội,cầu giấy,mai dịch,11309.0
hà nội,cầu giấy,dịch vọng hậu,11310.0
hà nội,cầu giấy,dịch vọng,11311.0
hà nội,cầu giấy,yên hoà,11312.0
hà nội,cầu giấy,trung hoà,11313.0
hà nội,thanh xuân,thanh xuân bắc,11406.0
hà nội,thanh xuân,thanh xuân nam,11407.0
hà nội,thanh xuân,hạ đình,11408.0
hà nội,thanh xuân,kim giang,11409.0
hà nội,thanh xuân,khương đình,11410.0
hà nội,thanh xuân,khương mai,11411.0
hà nội,thanh xuân,phương liệt,11412.0
hà nội,thanh xuân,khương trung,11413.0
hà nội,thanh xuân,thượng đình,11414.0
hà nội,thanh xuân,nhân chính,11415.0
hà nội,thanh xuân,thanh xuân trung,11416.0
hà nội,đống đa,hàng bột,11506.0
hà nội,đống đa,văn chương,11507.0
hà nội,đống đa,văn miếu,11508.0
hà nội,đống đa,quốc tử giám,11509.0
hà nội,đống đa,cát linh,11510.0
hà nội,đống đa,ô chợ dừa,11511.0
hà nội,đống đa,láng thượng,11512.0
hà nội,đống đa,láng hạ,11513.0
hà nội,đống đa,quang trung,11514.0
hà nội,đống đa,trung liệt,11515.0
hà nội,đống đa,thịnh quang,11516.0
hà nội,đống đa,ngã tư sở,11517.0
hà nội,đống đa,khương thượng,11518.0
hà nội,đống đa,phương mai,11519.0
hà nội,đống đa,kim liên,11520.0
hà nội,đống đa,trung tự,11521.0
hà nội,đống đa,phương liên,11522.0
hà nội,đống đa,trung phụng,11523.0
hà nội,đống đa,nam đồng,11524.0
hà nội,đống đa,thổ quan,11525.0
hà nội,đống đa,khâm thiên,11526.0
hà nội,đống đa,bc. đàn,11557.0
hà nội,hai bà trưng,lê đại hành,11606.0
hà nội,hai bà trưng,phố huế,11607.0
hà nội,hai bà trưng,đồng nhân,11608.0
hà nội,hai bà trưng,đống mác,11609.0
hà nội,hai bà trưng,bạch đằng,11610.0
hà nội,hai bà trưng,phạm đình hổ,11611.0
hà nội,hai bà trưng,ngô thì nhậm,11612.0
hà nội,hai bà trưng,bùi thị xuân,11613.0
hà nội,hai bà trưng,nguyễn du,11614.0
hà nội,hai bà trưng,bách khoa,11615.0
hà nội,hai bà trưng,đồng tâm,11616.0
hà nội,hai bà trưng,trương định,11617.0
hà nội,hai bà trưng,bạch mai,11618.0
hà nội,hai bà trưng,minh khai,11619.0
hà nội,hai bà trưng,quỳnh lôi,11620.0
hà nội,hai bà trưng,quỳnh mai,11621.0
hà nội,hai bà trưng,vĩnh tuy,11622.0
hà nội,hai bà trưng,thanh lương,11623.0
hà nội,hai bà trưng,thanh nhàn,11624.0
hà nội,hai bà trưng,cầu dền,11625.0
hà nội,hoàng mai,thịnh liệt,11706.0
hà nội,hoàng mai,yên sở,11707.0
hà nội,hoàng mai,trần phú,11708.0
hà nội,hoàng mai,lĩnh nam,11709.0
hà nội,hoàng mai,mai động,11710.0
hà nội,hoàng mai,thanh trì,11711.0
hà nội,hoàng mai,vĩnh hưng,11712.0
