province,district,ward,ward_code
hồ chí minh,1,nguyễn thái bình,71010
hồ chí minh,1,cầu ông lãnh,71011
hồ chí minh,1,phạm ngũ lão,71012
hồ chí minh,1,cô giang,71013
hồ chí minh,1,nguyễn cư trinh,71014
hồ chí minh,1,cầu kho,71015
hồ chí minh,2,an phú,71106
hồ chí minh,2,thảo điền,71107
hồ chí minh,2,bình an,71108
hồ chí minh,2,an khánh,71109
hồ chí minh,2,thủ thiêm,71110
hồ chí minh,2,an lợi đông,71111
hồ chí minh,2,bình khánh,71112
hồ chí minh,2,bình trưng tây,71113
hồ chí minh,2,thạnh mỹ lợi,71114
hồ chí minh,2,cát lái,71115
hồ chí minh,2,bình trưng đông,71116
hồ chí minh,9,hiệp phú,71206
hồ chí minh,9,tăng nhơn phú a,71207
hồ chí minh,9,phước long a,71208
hồ chí minh,9,phước bình,71209
hồ chí minh,9,phước long b,71210
hồ chí minh,9,tăng nhơn phú b,71211
hồ chí minh,9,phú hữu,71212
hồ chí minh,9,long trường,71213
hồ chí minh,9,long phước,71214
hồ chí minh,9,trường thạnh,71215
hồ chí minh,9,long thạnh mỹ,71216
hồ chí minh,9,long bình,71217
hồ chí minh,9,tân phú,71218
hồ chí minh,thủ đức,bình thọ,71306
hồ chí minh,thủ đức,linh chiểu,71307
hồ chí minh,thủ đức,linh trung,71308
hồ chí minh,thủ đức,linh xuân,71309
hồ chí minh,thủ đức,linh tây,71310
hồ chí minh,thủ đức,tam phú,71311
hồ chí minh,thủ đức,tam bình,71312
hồ chí minh,thủ đức,bình chiểu,71313
hồ chí minh,thủ đức,hiệp bình phước,71314
hồ chí minh,thủ đức,hiệp bình chánh,71315
hồ chí minh,thủ đức,linh đông,71316
hồ chí minh,thủ đức,trường thọ,71317
hồ chí minh,gò vấp,10,71406
hồ chí minh,gò vấp,7,71407
hồ chí minh,gò vấp,4,71408
hồ chí minh,gò vấp,3,71409
hồ chí minh,gò vấp,1,71410
hồ chí minh,gò vấp,5,71411
hồ chí minh,gò vấp,6,71412
hồ chí minh,gò vấp,17,71413
hồ chí minh,gò vấp,15,71414
hồ chí minh,gò vấp,13,71415
hồ chí minh,gò vấp,16,71416
hồ chí minh,gò vấp,9,71417
hồ chí minh,gò vấp,14,71418
hồ chí minh,gò vấp,8,71419
hồ chí minh,gò vấp,12,71420
hồ chí minh,gò vấp,11,71421
hồ chí minh,12,tân chánh hiệp,71506
hồ chí minh,12,trung mỹ tây,71507
hồ chí minh,12,đông hưng thuận,71508
hồ chí minh,12,tân hưng thuận,71509
hồ chí minh,12,tân thới nhất,71510
hồ chí minh,12,tân thới hiệp,71511
hồ chí minh,12,hiệp thành,71512
hồ chí minh,12,thới an,71513
hồ chí minh,12,thạnh xuân,71514
hồ chí minh,12,thạnh lộc,71515
hồ chí minh,12,an phú đông,71516
hồ chí minh,củ chi,tân an hội,71607
hồ chí minh,củ chi,tân thông hội,71608
hồ chí minh,củ chi,tân phú trung,71609
hồ chí minh,củ chi,tân thạnh đông,71610
hồ chí minh,củ chi,bình mỹ,71611
hồ chí minh,củ chi,hòa phú,71612
hồ chí minh,củ chi,trung an,71613
hồ chí minh,củ chi,tân thạnh tây,71614
hồ chí minh,củ chi,phước vĩnh an,71615
hồ chí minh,củ chi,phú hòa đông,71616
hồ chí minh,củ chi,phạm văn cội,71617
hồ chí minh,củ chi,nhuận đức,71618
hồ chí minh,củ chi,an nhơn tây,71619
hồ chí minh,củ chi,an phú,71620
hồ chí minh,củ chi,phú mỹ hưng,71621
hồ chí minh,củ chi,trung lập thượng,71622
hồ chí minh,củ chi,trung lập hạ,71623
hồ chí minh,củ chi,phước thạnh,71624
hồ chí minh,củ chi,thái mỹ,71625
hồ chí minh,củ chi,phước hiệp,71626
hồ chí minh,hóc môn,thới tam thôn,71707
hồ chí minh,hóc môn,đông thạnh,71708
hồ chí minh,hóc môn,nhị bình,71709
hồ chí minh,hóc môn,tân hiệp,71710
hồ chí minh,hóc môn,tân thới nhì,71711
hồ chí minh,hóc môn,xuân thới sơn,71712
hồ chí minh,hóc môn,xuân thới thượng,71713
hồ chí minh,hóc môn,bà điểm,71714
hồ chí minh,hóc môn,xuân thới đông,71715
hồ chí minh,hóc môn,trung chánh,71716
hồ chí minh,hóc môn,tân xuân,71717
hồ chí minh,bình chánh,tân quý tây,71807
hồ chí minh,bình chánh,an phú tây,71808
hồ chí minh,bình chánh,hưng long,71809
hồ chí minh,bình chánh,quy đức,71810
hồ chí minh,bình chánh,đa phước,71811
hồ chí minh,bình chánh,phong phú,71812
hồ chí minh,bình chánh,bình hưng,71813
hồ chí minh,bình chánh,bình chánh,71814
hồ chí minh,bình chánh,tân kiên,71815
hồ chí minh,bình chánh,tân nhựt,71816
hồ chí minh,bình chánh,lê minh xuân,71817
hồ chí minh,bình chánh,bình lợi,71818
hồ chí minh,bình chánh,vĩnh lộc b,71819
hồ chí minh,bình chánh,phạm văn hai,71820
hồ chí minh,bình chánh,vĩnh lộc a,71821
hồ chí minh,bình tân,an lạc,71906
hồ chí minh,bình tân,an lạc a,71907
hồ chí minh,bình tân,bình trị đông b,71908
hồ chí minh,bình tân,tân tạo a,71909
hồ chí minh,bình tân,bình trị đông,71910
hồ chí minh,bình tân,bình trị đông a,71911
hồ chí minh,bình tân,binh hưng hoà a,71912
hồ chí minh,bình tân,bình hưng hòa,71913
hồ chí minh,bình tân,binh hưng hoà b,71914
hồ chí minh,bình tân,tân tạo,71915
hồ chí minh,bình tân,bc. bốn xã,71959
hồ chí minh,tân phú,hoà thạnh,72006
hồ chí minh,tân phú,tân thành,72007
hồ chí minh,tân phú,tân sơn nhì,72008
hồ chí minh,tân phú,tây thạnh,72009
hồ chí minh,tân phú,sơn kỳ,72010
hồ chí minh,tân phú,tân quý,72011
hồ chí minh,tân phú,phú thọ hoà,72012
hồ chí minh,tân phú,phú thạnh,72013
hồ chí minh,tân phú,hiệp tân,72014
hồ chí minh,tân phú,tân thới hoà,72015
hồ chí minh,tân phú,phú trung,72016
hồ chí minh,tân bình,4,72106
hồ chí minh,tân bình,1,72107
hồ chí minh,tân bình,2,72108
hồ chí minh,tân bình,15,72109
hồ chí minh,tân bình,13,72110
hồ chí minh,tân bình,12,72111
hồ chí minh,tân bình,14,72112
hồ chí minh,tân bình,11,72113
hồ chí minh,tân bình,10,72114
hồ chí minh,tân bình,9,72115
hồ chí minh,tân bình,8,72116
hồ chí minh,tân bình,6,72117
hồ chí minh,tân bình,7,72118
hồ chí minh,tân bình,5,72119
hồ chí minh,tân bình,3,72120
hồ chí minh,phú nhuận,11,72206
hồ chí minh,phú nhuận,12,72207
hồ chí minh,phú nhuận,17,72208
hồ chí minh,phú nhuận,15,72209
hồ chí minh,phú nhuận,2,72210
hồ chí minh,phú nhuận,1,72211
hồ chí minh,phú nhuận,7,72212
hồ chí minh,phú nhuận,3,72213
hồ chí minh,phú nhuận,4,72214
hồ chí minh,phú nhuận,5,72215
hồ chí minh,phú nhuận,9,72216
hồ chí minh,phú nhuận,8,72217
hồ chí minh,phú nhuận,10,72218
hồ chí minh,phú nhuận,14,72219
hồ chí minh,phú nhuận,13,72220
hồ chí minh,bình thạnh,14,72306
hồ chí minh,bình thạnh,24,72307
hồ chí minh,bình thạnh,25,72308
hồ chí minh,bình thạnh,27,72309
hồ chí minh,bình thạnh,26,72310
hồ chí minh,bình thạnh,13,72311
hồ chí minh,bình thạnh,12,72312
hồ chí minh,bình thạnh,11,72313
hồ chí minh,bình thạnh,5,72314
hồ chí minh,bình thạnh,6,72315
hồ chí minh,bình thạnh,7,72316
hồ chí minh,bình thạnh,3,72317
hồ chí minh,bình thạnh,1,72318
hồ chí minh,bình thạnh,2,72319
hồ chí minh,bình thạnh,15,72320
hồ chí minh,bình thạnh,17,72321
hồ chí minh,bình thạnh,21,72322
hồ chí minh,bình thạnh,19,72323
hồ chí minh,bình thạnh,22,72324
hồ chí minh,bình thạnh,28,72325
hồ chí minh,3,5,72406
hồ chí minh,3,6,72407
hồ chí minh,3,8,72408
hồ chí minh,3,14,72409
hồ chí minh,3,12,72410
hồ chí minh,3,11,72411
hồ chí minh,3,13,72412
hồ chí minh,3,10,72413
hồ chí minh,3,9,72414
hồ chí minh,3,7,72415
hồ chí minh,3,4,72416
hồ chí minh,3,3,72417
hồ chí minh,3,2,72418
hồ chí minh,3,1,72419
hồ chí minh,10,14,72506
hồ chí minh,10,9,72507
hồ chí minh,10,10,72508
hồ chí minh,10,11,72509
hồ chí minh,10,12,72510
hồ chí minh,10,13,72511
hồ chí minh,10,15,72512
hồ chí minh,10,8,72513
hồ chí minh,10,7,72514
hồ chí minh,10,6,72515
hồ chí minh,10,5,72516
hồ chí minh,10,4,72517
hồ chí minh,10,3,72518
hồ chí minh,10,2,72519
hồ chí minh,10,1,72520
hồ chí minh,11,10,72606
hồ chí minh,11,14,72607
hồ chí minh,11,5,72608
hồ chí minh,11,3,72609
hồ chí minh,11,1,72610
hồ chí minh,11,2,72611
hồ chí minh,11,16,72612
hồ chí minh,11,9,72613
hồ chí minh,11,8,72614
hồ chí minh,11,12,72615
hồ chí minh,11,6,72616
hồ chí minh,11,4,72617
hồ chí minh,11,7,72618
hồ chí minh,11,13,72619
hồ chí minh,11,11,72620
hồ chí minh,11,15,72621
hồ chí minh,5,8,72706
hồ chí minh,5,7,72707
hồ chí minh,5,1,72708
hồ chí minh,5,2,72709
hồ chí minh,5,3,72710
hồ chí minh,5,4,72711
hồ chí minh,5,9,72712
hồ chí minh,5,12,72713
hồ chí minh,5,11,72714
hồ chí minh,5,15,72715
hồ chí minh,5,14,72716
hồ chí minh,5,13,72717
hồ chí minh,5,10,72718
hồ chí minh,5,6,72719
hồ chí minh,5,5,72720
hồ chí minh,4,12,72806
hồ chí minh,4,9,72807
hồ chí minh,4,6,72808
hồ chí minh,4,5,72809
hồ chí minh,4,2,72810
hồ chí minh,4,1,72811
hồ chí minh,4,3,72812
hồ chí minh,4,4,72813
hồ chí minh,4,8,72814
hồ chí minh,4,10,72815
hồ chí minh,4,14,72816
hồ chí minh,4,15,72817
hồ chí minh,4,16,72818
hồ chí minh,4,18,72819
hồ chí minh,4,13,72820
hồ chí minh,7,phú mỹ,72906
hồ chí minh,7,phú thuận,72907
hồ chí minh,7,tân phú,72908
hồ chí minh,7,tân thuận đông,72909
hồ chí minh,7,tân thuận tây,72910
hồ chí minh,7,tân kiểng,72911
hồ chí minh,7,tân hưng,72912
hồ chí minh,7,tân quy,72913
hồ chí minh,7,bình thuận,72914
hồ chí minh,7,tân phong,72915
hồ chí minh,8,11,73006
hồ chí minh,8,9,73007
hồ chí minh,8,8,73008
hồ chí minh,8,10,73009
hồ chí minh,8,13,73010
hồ chí minh,8,12,73011
hồ chí minh,8,14,73012
hồ chí minh,8,15,73013
hồ chí minh,8,16,73014
hồ chí minh,8,7,73015
hồ chí minh,8,6,73016
hồ chí minh,8,5,73017
hồ chí minh,8,4,73018
hồ chí minh,8,3,73019
hồ chí minh,8,2,73020
hồ chí minh,8,1,73021
hồ chí minh,6,1,73106
hồ chí minh,6,2,73107
hồ chí minh,6,3,73108
hồ chí minh,6,4,73109
hồ chí minh,6,5,73110
hồ chí minh,6,6,73111
hồ chí minh,6,9,73112
hồ chí minh,6,8,73113
hồ chí minh,6,7,73114
hồ chí minh,6,10,73115
hồ chí minh,6,11,73116
hồ chí minh,6,12,73117
hồ chí minh,6,13,73118
hồ chí minh,6,14,73119
hồ chí minh,nhà bè,phước kiển,73207
hồ chí minh,nhà bè,phước lộc,73208
hồ chí minh,nhà bè,nhơn đức,73209
hồ chí minh,nhà bè,phú xuân,73210
hồ chí minh,nhà bè,long thới,73211
hồ chí minh,nhà bè,hiệp phước,73212
hồ chí minh,cần giờ,long hòa,73307
hồ chí minh,cần giờ,thạnh an,73308
hồ chí minh,cần giờ,tam thôn hiệp,73309
hồ chí minh,cần giờ,bình khánh,73310
hồ chí minh,cần giờ,an thới đông,73311
hồ chí minh,cần giờ,ly nhơn,73312
hưng yên,hưng yên,hiến nam,17106.0
hưng yên,hưng yên,an tảo,17107.0
hưng yên,hưng yên,lam sơn,17108.0
hưng yên,hưng yên,lê lợi,17109.0
hưng yên,hưng yên,hồng châu,17110.0
hưng yên,hưng yên,minh khai,17111.0
hưng yên,hưng yên,quang trung,17112.0
hưng yên,hưng yên,bảo khê,17113.0
hưng yên,hưng yên,trung nghĩa,17114.0
hưng yên,hưng yên,liên phương,17115.0
hưng yên,hưng yên,hồng nam,17116.0
hưng yên,hưng yên,quảng châu,17117.0
hưng yên,hưng yên,phú cường,17118.0
hưng yên,hưng yên,hùng cường,17119.0
hưng yên,hưng yên,phương chiểu,17120.0
hưng yên,hưng yên,tân hưng,17121.0
hưng yên,hưng yên,hoàng hanh,17122.0
hưng yên,tiên lữ,hưng đạo,17207.0
hưng yên,tiên lữ,ngô quyền,17208.0
hưng yên,tiên lữ,nhật tân,17209.0
hưng yên,tiên lữ,dị chế,17210.0
hưng yên,tiên lữ,lệ xá,17211.0
hưng yên,tiên lữ,an viên,17212.0
hưng yên,tiên lữ,đức thắng,17213.0
hưng yên,tiên lữ,trung dũng,17214.0
hưng yên,tiên lữ,hải triều,17215.0
hưng yên,tiên lữ,thủ sỹ,17216.0
hưng yên,tiên lữ,thiện phiến,17217.0
hưng yên,tiên lữ,thụy lôi,17218.0
hưng yên,tiên lữ,cương chính,17219.0
hưng yên,tiên lữ,minh phương,17220.0
hưng yên,phù cừ,minh tân,17307.0
hưng yên,phù cừ,phan sào nam,17308.0
hưng yên,phù cừ,quang hưng,17309.0
hưng yên,phù cừ,minh hoàng,17310.0
hưng yên,phù cừ,đoàn đào,17311.0
hưng yên,phù cừ,tống phan,17312.0
hưng yên,phù cừ,đình cao,17313.0
hưng yên,phù cừ,nhật quang,17314.0
hưng yên,phù cừ,tiền tiến,17315.0
hưng yên,phù cừ,tam đa,17316.0
hưng yên,phù cừ,minh tiến,17317.0
hưng yên,phù cừ,nguyên hòa,17318.0
hưng yên,phù cừ,tống trân,17319.0
hưng yên,ân thi,phù ủng,17407.0
hưng yên,ân thi,bắc sơn,17408.0
hưng yên,ân thi,bãi sậy,17409.0
hưng yên,ân thi,đào dương,17410.0
hưng yên,ân thi,tân phúc,17411.0
hưng yên,ân thi,vân du,17412.0
hưng yên,ân thi,quang vinh,17413.0
hưng yên,ân thi,xuân trúc,17414.0
hưng yên,ân thi,hoàng hoa thám,17415.0
hưng yên,ân thi,quảng lãng,17416.0
hưng yên,ân thi,văn nhuệ,17417.0
hưng yên,ân thi,đặng lễ,17418.0
hưng yên,ân thi,cẩm ninh,17419.0
hưng yên,ân thi,nguyễn trãi,17420.0
hưng yên,ân thi,đa lộc,17421.0
hưng yên,ân thi,hồ tùng mậu,17422.0
hưng yên,ân thi,tiền phong,17423.0
hưng yên,ân thi,hồng vân,17424.0
hưng yên,ân thi,hồng quang,17425.0
hưng yên,ân thi,hạ lễ,17426.0
hưng yên,mỹ hào,phan đình phùng,17507.0
hưng yên,mỹ hào,cẩm xá,17508.0
hưng yên,mỹ hào,dương quang,17509.0
hưng yên,mỹ hào,hòa phong,17510.0
hưng yên,mỹ hào,nhân hòa,17511.0
hưng yên,mỹ hào,dị sử,17512.0
hưng yên,mỹ hào,bạch sam,17513.0
hưng yên,mỹ hào,minh đức,17514.0
hưng yên,mỹ hào,phùng chí kiên,17515.0
hưng yên,mỹ hào,xuân dục,17516.0
hưng yên,mỹ hào,ngọc lâm,17517.0
hưng yên,mỹ hào,hưng long,17518.0
hưng yên,văn lâm,lạc đạo,17607.0
hưng yên,văn lâm,chỉ đạo,17608.0
hưng yên,văn lâm,đại đồng,17609.0
hưng yên,văn lâm,việt hưng,17610.0
hưng yên,văn lâm,tân quang,17611.0
hưng yên,văn lâm,đình dù,17612.0
hưng yên,văn lâm,minh hải,17613.0
hưng yên,văn lâm,lương tài,17614.0
hưng yên,văn lâm,trưng trắc,17615.0
hưng yên,văn lâm,lạc hồng,17616.0
hưng yên,văn giang,xuân quan,17657.0
hưng yên,văn giang,cửu cao,17658.0
hưng yên,văn giang,phụng công,17659.0
hưng yên,văn giang,nghĩa trụ,17660.0
hưng yên,văn giang,long hưng,17661.0
hưng yên,văn giang,vĩnh khúc,17662.0
hưng yên,văn giang,liên nghĩa,17663.0
hưng yên,văn giang,tân tiến,17664.0
hưng yên,văn giang,thắng lợi,17665.0
hưng yên,văn giang,mễ sở,17666.0
hưng yên,yên mỹ,giai phạm,17707.0
hưng yên,yên mỹ,nghĩa hiệp,17708.0
hưng yên,yên mỹ,đồng than,17709.0
hưng yên,yên mỹ,ngọc long,17710.0
hưng yên,yên mỹ,liêu xá,17711.0
hưng yên,yên mỹ,hoàn long,17712.0
hưng yên,yên mỹ,tân lập,17713.0
hưng yên,yên mỹ,thanh long,17714.0
hưng yên,yên mỹ,yên phú,17715.0
hưng yên,yên mỹ,việt cường,17716.0
hưng yên,yên mỹ,trung hòa,17717.0
hưng yên,yên mỹ,yên hòa,17718.0
hưng yên,yên mỹ,minh châu,17719.0
hưng yên,yên mỹ,trung hưng,17720.0
hưng yên,yên mỹ,lý thường kiệt,17721.0
hưng yên,yên mỹ,tân việt,17722.0
hưng yên,khoái châu,đông tảo,17807.0
hưng yên,khoái châu,bình minh,17808.0
hưng yên,khoái châu,dạ trạch,17809.0
hưng yên,khoái châu,hàm tử,17810.0
hưng yên,khoái châu,ông đình,17811.0
hưng yên,khoái châu,tân dân,17812.0
hưng yên,khoái châu,tứ dân,17813.0
hưng yên,khoái châu,an vĩ,17814.0
hưng yên,khoái châu,đông kết,17815.0
hưng yên,khoái châu,bình kiều,17816.0
hưng yên,khoái châu,dân tiến,17817.0
hưng yên,khoái châu,đồng tiến,17818.0
hưng yên,khoái châu,hồng tiến,17819.0
hưng yên,khoái châu,tân châu,17820.0
hưng yên,khoái châu,liên khê,17821.0
hưng yên,khoái châu,phùng hưng,17822.0
hưng yên,khoái châu,việt hòa,17823.0
hưng yên,khoái châu,đông ninh,17824.0
hưng yên,khoái châu,đại tập,17825.0
hưng yên,khoái châu,chí tân,17826.0
hưng yên,khoái châu,đại hưng,17827.0
hưng yên,khoái châu,thuần hưng,17828.0
hưng yên,khoái châu,thành công,17829.0
hưng yên,khoái châu,nhuế dương,17830.0
hưng yên,kim động,nghĩa dân,17907.0
hưng yên,kim động,toàn thắng,17908.0
hưng yên,kim động,vĩnh xá,17909.0
hưng yên,kim động,phạm ngũ lão,17910.0
hưng yên,kim động,thọ vinh,17911.0
hưng yên,kim động,đồng thanh,17912.0
hưng yên,kim động,song mai,17913.0
hưng yên,kim động,chính nghĩa,17914.0
hưng yên,kim động,nhân la,17915.0
hưng yên,kim động,phú thịnh,17916.0
hưng yên,kim động,mai động,17917.0
hưng yên,kim động,đức hợp,17918.0
hưng yên,kim động,hùng an,17919.0
hưng yên,kim động,ngọc thanh,17920.0
hưng yên,kim động,vũ xá,17921.0
hưng yên,kim động,hiệp cường,17922.0
khánh hòa,nha trang,lộc thọ,57106.0
khánh hòa,nha trang,xương huân,57107.0
khánh hòa,nha trang,vĩnh thọ,57108.0
khánh hòa,nha trang,vĩnh phước,57109.0
khánh hòa,nha trang,vĩnh hải,57110.0
khánh hòa,nha trang,vĩnh hòa,57111.0
khánh hòa,nha trang,vĩnh lương,57112.0
khánh hòa,nha trang,vĩnh phương,57113.0
khánh hòa,nha trang,vĩnh ngọc,57114.0
khánh hòa,nha trang,ngọc hiệp,57115.0
khánh hòa,nha trang,vạn thạnh,57116.0
khánh hòa,nha trang,vạn thắng,57117.0
khánh hòa,nha trang,phương sài,57118.0
khánh hòa,nha trang,phương sơn,57119.0
khánh hòa,nha trang,vĩnh hiệp,57120.0
khánh hòa,nha trang,vĩnh thạnh,57121.0
khánh hòa,nha trang,vĩnh trung,57122.0
khánh hòa,nha trang,vĩnh thái,57123.0
khánh hòa,nha trang,phước hải,57124.0
khánh hòa,nha trang,phước tân,57125.0
khánh hòa,nha trang,phước tiến,57126.0
khánh hòa,nha trang,tân lập,57127.0
khánh hòa,nha trang,phước hòa,57128.0
khánh hòa,nha trang,vĩnh nguyên,57129.0
khánh hòa,nha trang,vĩnh trường,57130.0
khánh hòa,nha trang,phước long,57131.0
khánh hòa,nha trang,phước đồng,57132.0
khánh hòa,vạn ninh,vạn hưng,57207.0
khánh hòa,vạn ninh,xuân sơn,57208.0
khánh hòa,vạn ninh,vạn lương,57209.0
khánh hòa,vạn ninh,vạn phú,57210.0
khánh hòa,vạn ninh,vạn bình,57211.0
khánh hòa,vạn ninh,vạn thắng,57212.0
khánh hòa,vạn ninh,vạn khánh,57213.0
khánh hòa,vạn ninh,vạn long,57214.0
khánh hòa,vạn ninh,vạn phước,57215.0
khánh hòa,vạn ninh,đại lãnh,57216.0
khánh hòa,vạn ninh,vạn thọ,57217.0
khánh hòa,vạn ninh,vạn thạnh,57218.0
khánh hòa,ninh hòa,ninh hiệp,57306.0
khánh hòa,ninh hòa,ninh thân,57307.0
khánh hòa,ninh hòa,ninh phụng,57308.0
khánh hòa,ninh hòa,ninh xuân,57309.0
khánh hòa,ninh hòa,ninh bình,57310.0
khánh hòa,ninh hòa,ninh quang,57311.0
khánh hòa,ninh hòa,ninh giang,57312.0
khánh hòa,ninh hòa,ninh hà,57313.0
khánh hòa,ninh hòa,ninh lộc,57314.0
khánh hòa,ninh hòa,ninh ích,57315.0
khánh hòa,ninh hòa,ninh hưng,57316.0
khánh hòa,ninh hòa,ninh tân,57317.0
khánh hòa,ninh hòa,ninh sim,57318.0
khánh hòa,ninh hòa,ninh tây,57319.0
khánh hòa,ninh hòa,ninh thượng,57320.0
khánh hòa,ninh hòa,ninh sơn,57321.0
khánh hòa,ninh hòa,ninh an,57322.0
khánh hòa,ninh hòa,ninh trung,57323.0
khánh hòa,ninh hòa,ninh đông,57324.0
khánh hòa,ninh hòa,ninh đa,57325.0
khánh hòa,ninh hòa,ninh thọ,57326.0
khánh hòa,ninh hòa,ninh hải,57327.0
khánh hòa,ninh hòa,ninh diêm,57328.0
khánh hòa,ninh hòa,ninh thủy,57329.0
khánh hòa,ninh hòa,ninh phú,57330.0
khánh hòa,ninh hòa,ninh phước,57331.0
khánh hòa,ninh hòa,ninh vân,57332.0
khánh hòa,khánh vĩnh,sông cầu,57407.0
khánh hòa,khánh vĩnh,khánh phú,57408.0
khánh hòa,khánh vĩnh,khánh thành,57409.0
khánh hòa,khánh vĩnh,cầu bà,57410.0
khánh hòa,khánh vĩnh,liên sang,57411.0
khánh hòa,khánh vĩnh,sơn thái,57412.0
khánh hòa,khánh vĩnh,giang ly,57413.0
khánh hòa,khánh vĩnh,khánh thượng,57414.0
khánh hòa,khánh vĩnh,khánh nam,57415.0
khánh hòa,khánh vĩnh,khánh trung,57416.0
khánh hòa,khánh vĩnh,khánh hiệp,57417.0
khánh hòa,khánh vĩnh,khánh bình,57418.0
khánh hòa,khánh vĩnh,khánh đông,57419.0
khánh hòa,diên khánh,diên phú,57507.0
khánh hòa,diên khánh,diên điền,57508.0
khánh hòa,diên khánh,diên sơn,57509.0
khánh hòa,diên khánh,diên lâm,57510.0
khánh hòa,diên khánh,diên xuân,57511.0
khánh hòa,diên khánh,diên đồng,57512.0
khánh hòa,diên khánh,diên thọ,57513.0
khánh hòa,diên khánh,diên tân,57514.0
khánh hòa,diên khánh,suối tiên,57515.0
khánh hòa,diên khánh,diên lộc,57516.0
khánh hòa,diên khánh,diên hòa,57517.0
khánh hòa,diên khánh,diên phước,57518.0
khánh hòa,diên khánh,diên lạc,57519.0
khánh hòa,diên khánh,diên thạnh,57520.0
khánh hòa,diên khánh,diên bình,57521.0
khánh hòa,diên khánh,diên toàn,57523.0
khánh hòa,diên khánh,diên an,57524.0
khánh hòa,khánh sơn,ba cụm bắc,57557.0
khánh hòa,khánh sơn,ba cụm nam,57558.0
khánh hòa,khánh sơn,sơn bình,57559.0
khánh hòa,khánh sơn,thành sơn,57560.0
khánh hòa,khánh sơn,sơn lâm,57561.0
khánh hòa,khánh sơn,sơn hiệp,57562.0
khánh hòa,khánh sơn,sơn trung,57563.0
khánh hòa,cam lâm,cam hiệp bắc,57607.0
khánh hòa,cam lâm,cam hiệp nam,57608.0
khánh hòa,cam lâm,cam thành bắc,57609.0
khánh hòa,cam lâm,cam an nam,57610.0
khánh hòa,cam lâm,cam an bắc,57611.0
khánh hòa,cam lâm,cam phước tây,57612.0
khánh hòa,cam lâm,sơn tân,57613.0
khánh hòa,cam lâm,cam hải tây,57614.0
khánh hòa,cam lâm,cam hải đông,57615.0
khánh hòa,cam lâm,cam hòa,57616.0
khánh hòa,cam lâm,cam tân,57617.0
khánh hòa,cam lâm,suối tân,57618.0
khánh hòa,cam lâm,suối cát,57619.0
khánh hòa,cam ranh,cam phú,57806.0
khánh hòa,cam ranh,cam lộc,57807.0
khánh hòa,cam ranh,cam thuận,57808.0
khánh hòa,cam ranh,cam linh,57809.0
khánh hòa,cam ranh,cam lợi,57810.0
khánh hòa,cam ranh,ba ngòi,57811.0
khánh hòa,cam ranh,cam phước đông,57812.0
khánh hòa,cam ranh,cam thịnh tây,57813.0
khánh hòa,cam ranh,cam thịnh đông,57814.0
khánh hòa,cam ranh,cam lập,57815.0
khánh hòa,cam ranh,cam bình,57816.0
khánh hòa,cam ranh,cam nghĩa,57817.0
khánh hòa,cam ranh,cam thành nam,57818.0
khánh hòa,cam ranh,cam phúc bắc,57819.0
khánh hòa,cam ranh,cam phúc nam,57820.0
khánh hòa,trường sa,sinh tồn,57907.0
khánh hòa,trường sa,song tử tây,57908.0
kiên giang,rạch giá,vĩnh thanh vân,91106.0
kiên giang,rạch giá,vĩnh thanh,91107.0
kiên giang,rạch giá,vĩnh quang,91108.0
kiên giang,rạch giá,phi thông,91109.0
kiên giang,rạch giá,vĩnh thông,91110.0
kiên giang,rạch giá,vĩnh hiệp,91111.0
kiên giang,rạch giá,vĩnh bảo,91112.0
kiên giang,rạch giá,vĩnh lạc,91113.0
kiên giang,rạch giá,an hòa,91114.0
kiên giang,rạch giá,rạch sỏi,91115.0
kiên giang,rạch giá,vĩnh lợi,91116.0
kiên giang,rạch giá,an bình,91117.0
kiên giang,tân hiệp,tân hiệp b,91207.0
kiên giang,tân hiệp,tân hoà,91208.0
kiên giang,tân hiệp,tân thành,91209.0
kiên giang,tân hiệp,tân hội,91210.0
kiên giang,tân hiệp,tân an,91211.0
kiên giang,tân hiệp,tân hiệp a,91212.0
kiên giang,tân hiệp,thạnh trị,91213.0
kiên giang,tân hiệp,thạnh đông a,91214.0
kiên giang,tân hiệp,thạnh đông,91215.0
kiên giang,tân hiệp,thạnh đông b,91216.0
kiên giang,hòn đất,mỹ thái,91307.0
kiên giang,hòn đất,nam thái sơn,91308.0
kiên giang,hòn đất,bình sơn,91309.0
kiên giang,hòn đất,bình giang,91310.0
kiên giang,hòn đất,lình huỳnh,91311.0
kiên giang,hòn đất,thổ sơn,91312.0
kiên giang,hòn đất,sơn kiên,91313.0
kiên giang,hòn đất,sơn bình,91314.0
kiên giang,hòn đất,mỹ lâm,91316.0
kiên giang,hòn đất,mỹ phước,91317.0
kiên giang,hòn đất,mỹ hiệp sơn,91318.0
kiên giang,hòn đất,mỹ thuận,91319.0
kiên giang,giang thành,tân khánh hòa,91406.0
kiên giang,giang thành,phú lợi,91407.0
kiên giang,giang thành,vĩnh điều,91408.0
kiên giang,giang thành,phú mỹ,91409.0
kiên giang,giang thành,vĩnh phú,91410.0
kiên giang,hà tiên,đông hồ,91506.0
kiên giang,hà tiên,bình san,91507.0
kiên giang,hà tiên,mỹ đức,91508.0
kiên giang,hà tiên,pháo đài,91509.0
kiên giang,hà tiên,tô châu,91510.0
kiên giang,hà tiên,tiên hải,91511.0
